trans_x,trans_y,trans_z,rot_x,rot_y,rot_z,framewise_displacement,a_comp_cor_00,a_comp_cor_01,a_comp_cor_02,a_comp_cor_03,a_comp_cor_04,a_comp_cor_05,csf,white_matter
0.0185688,-0.0249307,-0.00323956,0.0016147,0.000334932,0.00040281,0.19850195,-0.0430224636,0.0526190373,0.0660458978,-0.0782251709,-0.0226512973,0.0556632154,444.35075288193445,453.5407269994511
-0.0010477,-0.078864,0.0402999,0.0008929119999999998,0.000334932,0.000484041,0.15724021,-0.0413468361,-0.0054139548,-0.0301422618,-0.1099339051,-0.1064913155,0.0130881229,444.94004586077966,453.350557408475
0.00783258,-0.0494424,0.00585889,5.96311e-05,-7.57886e-05,0.000416185,0.13833576500000003,-0.1029254743,0.0449336712,0.0588698947,-0.0230781498,-0.0033124488,0.03984654,445.4098907035839,453.8959729202165
0.00273059,-0.0494004,0.031503199999999995,0.00104127,-7.57886e-05,0.000255382,0.087910395,-0.09048298900000001,0.0419155346,-0.051763054,-0.0485649402,-0.0609821925,-0.0570100828,444.6835871071573,453.9138658671188
0.0109794,-0.015006799999999997,0.0254796,0.000717509,0.00016595099999999998,0.000416185,0.08498118999999997,-0.18127524,-0.06710323230000001,0.0086703019,0.0071859048,0.08771163599999998,-0.0258601144,443.9296797869847,454.1266318361023
0.00628235,-0.107723,0.031541,0.00108417,0.000342914,0.000416185,0.13065585,-0.1060501457,0.0152798161,-0.07741225579999998,-0.0207298324,-0.0828462355,-0.0249450137,445.0524379887844,453.76679032304014
0.0116783,-0.008433589999999996,-0.000923291,0.000614351,6.16793e-05,0.000416185,0.174702336,-0.1327834239,-0.0141037632,0.0713051102,0.0425555913,0.115853514,0.0296428325,443.69880875481215,453.9674285737244
-0.0131249,-0.0946184,0.0303795,0.0005874340000000001,0.000307369,0.000416185,0.155921136,-0.0379429591,-0.0294647253,-0.1665277231,0.028773274900000007,-0.0726151123,0.015484490900000003,444.70936867498176,453.28166500049
0.013345099999999999,-0.0549489,-0.007097399999999999,0.000911478,-7.578869999999998e-05,0.000416185,0.13897648499999998,-0.0247260601,-0.1137323729,0.1264133416,0.0175356803,0.067940942,0.0825374838,442.38511187401167,453.0384221251928
-0.00494502,-0.07471939999999998,0.0282886,0.000544694,0.000262684,0.000416185,0.108709455,0.0354269384,-0.1226126112,-0.1737658499,0.03197493,-0.0336990281,0.0750328534,443.0668308042756,452.8485096882984
-0.00305616,-0.08192449999999998,-0.00141208,0.00121027,-7.578869999999998e-05,0.000416185,0.08899707499999998,0.0398964645,-0.1914650057,0.1740031994,0.008054519899999998,-0.02955420390000001,0.0544076673,441.26026013136607,452.62437087267466
-0.0176467,-0.0147571,0.0147143,0.000430559,0.000224645,0.000503425,0.156253555,0.0394772376,-0.1113188895,-0.1187722807,0.0001783206,0.0071043209,0.0513836964,443.261064871645,452.9504837245848
-0.00345025,-0.12028,-0.0180114,0.0011990700000000006,6.16699e-05,0.000610245,0.204360355,0.0202179628,-0.0970279853,0.1049580597,-0.0239517926,-0.019391617,-0.13791722609999998,442.62098414264943,453.1777581609452
-0.0151366,-0.017067500000000003,0.0357867,0.000400624,-0.000222033,0.000416185,0.232507395,-0.0252778748,-0.0145495613,-0.0847202995,-0.0237890257,0.0747522706,-0.1225093438,443.70702784109614,453.68935376331217
0.00383503,-0.0830206,-0.00456708,0.00127494,-0.000372547,0.000620144,0.18671796,0.0229341913,0.0469707093,0.0684741636,-0.0360529837,0.032611708,-0.1880139582,443.56362029315216,453.5061356278318
-0.0171162,-0.0267424,0.0471816,0.000608244,-0.00029670200000000003,0.0005888590000000001,0.16766941,0.0373298926,0.0644841157,-0.1059017897,-0.0707117844,0.0939393742,-0.0327719602,442.7492329040981,453.3269490047272
0.0036777,-0.0962009,0.00644936,0.0012722999999999999,-0.000391528,0.0005296680000000001,0.17188829000000003,0.0811458569,0.0342365918,0.0588503014,-0.0631377179,-0.0453064172,-0.0712809676,442.8159935955173,452.93118057788024
-0.0109533,-0.00572673,0.0449759,0.000609695,-0.000359371,0.0005646609999999999,0.18011945999999998,0.0442811377,0.04639298099999999,-0.0646454536,-0.0610879381,0.007464181799999999,0.1332263791,442.58884441373743,453.1133286205696
0.00368862,-0.103306,0.0153087,0.000946991,-6.87265e-05,0.000416185,0.180709215,-0.0754762506,-0.0807416517,0.010801874,0.07150108599999999,-0.1154387683,0.1107241576,442.4367525482105,453.4653559676688
-0.00200659,-0.103298,-0.0210054,0.0018037,-0.0005932019999999999,0.000485141,0.114524335,-0.0833921022,0.010705453899999998,0.058322429,0.108169067,-0.1178498632,0.0954273919,445.082678023225,453.8070141985753
-0.0133721,0.0298024,0.016121299999999998,5.35587e-05,-0.000283428,0.00051338,0.286000325,-0.126942549,-0.0423589051,0.0271596661,-0.0194298003,0.0923084156,0.0571704162,444.4921056583074,454.05356689576126
0.00365722,-0.128281,-0.0171713,0.00104369,-0.000222894,0.0005993530000000001,0.265237235,-0.0921668915,0.07498586809999998,-0.1091581166,0.1124827561,-0.0565061473,-0.0677919575,444.05157038734575,454.07220641902944
-0.0131481,-0.0644801,0.026936,0.000837113,-0.000502753,0.0005018080000000001,0.15391257,-0.0893836226,0.06925800809999999,0.107632812,-0.0284661388,0.0027426041,0.1012507525,444.21924750139215,453.76263438127
0.00370802,-0.0366949,0.00800809,0.000463094,-0.000623974,0.000416184,0.09261243,-0.0407597807,-0.0117377909,-0.1040668528,0.0622677713,0.0553016662,0.0797628697,441.4550369685844,453.53859510916186
-0.00612008,-0.107489,0.0335482,0.00116951,-0.000623974,0.000416185,0.14148316,-0.024763742,-0.0375235777,0.0552778244,0.0167190748,-0.0721925159,0.0583831554,443.2526907082615,453.2803460489103
-0.00235046,-0.0374126,-0.00916797,0.000518549,-0.000287691,0.000416185,0.16592439,-0.008222173000000001,-0.0798308073,-0.0391346069,0.0588886318,0.0395894465,0.0265955583,442.8373554660004,453.16538158385737
-0.00466848,-0.0945623,0.015002799999999998,0.000424546,-0.000260682,0.000416185,0.08968909000000001,-0.015757806699999998,-0.0589895931,0.0312225363,0.0135324913,-0.0537498143,0.0168136589,442.88356844170977,453.2888072477237
0.00371059,-0.0324056,-0.008725949999999998,0.000488383,-0.000401755,0.000416185,0.10451001999999998,0.008933780199999998,-0.064565398,-0.0307946484,0.0639234492,0.0090785705,-0.015054248700000003,443.76696514012866,453.3172186260919
-0.0154868,-0.0573258,0.03590619999999999,0.000871424,-0.000623974,0.000485578,0.12248239,-0.0479067809,-0.07991843179999998,0.0110065856,0.0103854212,-0.0304313174,0.0565495062,442.45458641467553,453.4936512119356
0.00369455,-0.0333976,0.008542199999999998,0.00018931,-0.000314111,0.000559962,0.12379159999999995,0.034997162000000005,-0.0755344315,-0.0701914667,0.0169955853,0.0236705483,-0.005723382900000001,441.9880369602399,453.235609534008
-0.00682852,-0.112552,0.00977324,0.000543381,-0.000112618,0.000556615,0.11885406,-0.0479568655,-0.0935594302,0.0819091824,0.0367209035,-0.0288748437,-0.0393970398,442.7980821905024,453.6449739460072
-0.011351799999999999,0.0136189,-0.018551,0.000257359,-0.000623973,0.000416184,0.20590882,0.0120330737,-0.0292989175,-0.059081745,0.0114625843,0.1309582877,-0.1045112033,443.47937465874224,453.55739224299606
-0.006296199999999999,-0.10633599999999999,-0.0220388,0.00123436,-0.000496426,0.000567144,0.1912737,-0.0102743931,-0.0042041625,0.0691055166,-0.0153571433,-0.005604439300000001,-0.1812463699,442.7149220957904,453.5653723148181
-0.0188139,0.0148347,0.00623431,-0.000119589,-0.00011169,0.000720273,0.25655220999999995,-0.0071585742,0.0949472092,-0.0621297415,-0.0477171595,0.1508590758,-0.0230347353,444.31353437800743,453.77282100101786
-0.015166599999999999,-0.12692799999999999,-0.00938636,0.000654616,-0.000204269,0.000640789,0.20834407,0.0511742559,0.0358224066,0.0413237977,-0.0469776473,-0.0899102908,-0.08367769179999998,443.8730766455956,453.175070486028
-0.0262476,0.0302716,-0.00771492,-0.000231811,-0.00024834900000000003,0.000352795,0.23087709,0.0533400031,0.0793546224,-0.0453384486,-0.0195583311,0.1134565691,0.0922716906,443.9637967489178,453.199184902646
0.00349454,-0.131207,-0.027262,0.00101421,-0.000466525,0.000503187,0.29149727000000003,0.0972625769,-0.0415752151,0.0418884662,0.010089673,-0.0923657735,-0.052661189,443.76060697904114,452.67230107536415
-0.0154626,0.0269881,-0.0347347,0.000301111,-0.000544112,0.0005236780000000001,0.22518379,0.1327324542,-0.0494075657,0.0051822396,0.0349114871,0.0870190218,0.08102660309999998,443.520819013636,452.56062984161423
-0.0159642,-0.121709,-0.036576599999999994,0.0010072,-0.000718784,0.0004702830000000001,0.1977484,0.12992272119999995,-0.1010701493,0.0194785694,0.0490900693,-0.1279481179,-0.0219869701,442.76539969174144,452.5822307844672
-0.0299593,0.0250309,-0.0281091,0.000100811,-0.0005578180000000001,0.000670563,0.23258425,0.0615235961,0.0005024832,0.0040630805,0.0066808973,0.0451563172,0.0158995731,443.4904239020957,453.2551698347942
-0.00936251,-0.111705,-0.0456679,0.00117416,-0.0006691710000000001,0.000586165,0.23834649,0.0701915374,0.0070801992000000015,-0.0206513614,0.0443989195,-0.033158084,-0.1056206815,442.5004116976356,453.29984828264566
-0.017331799999999994,0.0140659,-0.0148542,0.000128815,-0.000565612,0.000915998,0.23849074,-0.0127155597,0.0563538589,0.0154677139,-0.0182825284,0.0699082992,-0.015622515,444.82017126271455,453.74356350276815
-0.0191053,-0.115073,-0.0349327,0.0008338869999999996,-0.000509973,0.000632945,0.2031791,0.0265790144,0.1136506009,-0.0259392375,0.0067896734,-0.0563863184,-0.1431149595,444.61841595601,453.76012920279777
-0.011159299999999999,0.00243319,-0.0221847,0.000265012,-0.0008053319999999999,0.0007311629999999996,0.18632279,-0.084232472,0.14001280189999998,0.0410061695,-0.0225478085,0.0458656802,0.0351853241,445.7646683384136,454.1132515285671
-0.0150816,-0.132366,-0.026921299999999995,0.00128491,-0.000788387,0.0006858960000000001,0.19756359,-0.0025348005,0.2012894389,-0.0410354976,0.0164351773,-0.12156658,0.06927880089999999,445.85984690835215,453.6445923625311
-0.0268959,0.0184793,2.09968e-05,-5.293960000000001e-23,-0.00048743,0.000715538,0.2703773468,-0.031970510099999995,0.0476690685,0.0758630499,0.0080672942,0.0372437142,0.1502108346,442.77714678204336,453.5231741595599
